"movie_id","title","year","genres","description"
"7584","Woman of the Year","1942","Comedy|Romance","Rival reporters Sam and Tess fall in love and get married, only to find their relationship strained when Sam comes to resent Tess' hectic lifestyle."
"7587","Le Samouraï","1967","Crime|Drama|Thriller","Hitman Jef Costello is a perfectionist who always carefully plans his murders and who never gets caught."
"7614","Oklahoma!","1955","Western|Music|Romance","This joyous celebration of frontier life combines tender romance and violent passion in the Oklahoma Territory of the 1900's, with a timeless score filled with unforgettable songs. Rodgers and Hammerstein's hit Broadway musical."
"7615","Desert Hearts","1985","Drama|Romance","The story of straight-edge literature professor Vivian who travels to Reno to get away from a relationship breakup when she falls in love with an attractive and unconventional girl named Cay."
"7616","Body Double","1984","Crime|Mystery|Thriller","After losing an acting role and his girlfriend, Jake Scully finally catches a break: he gets offered a gig house-sitting in the Hollywood Hills. While peering through the beautiful home's telescope one night, he spies a gorgeous blonde dancing in her window. But when he witnesses the girl's murder, it leads Scully through the netherworld of the adult entertainment industry on a search for answers -- with porn actress Holly Body as his guide."
"7618","Chaplin","1992","Drama","An elderly Charlie Chaplin discusses his autobiography with his editor, while is depicted his amazing journey from his poverty-stricken childhood to world-wide success after the ingenious invention of the Little Tramp."
"7619","The Miracle Worker","1962","Drama","The true story of the frightening, lonely world of silence and darkness of 7-year-old Helen Keller who, since infancy, has never seen the sky, heard her mother's voice or expressed her innermost feelings. Then Annie Sullivan, a 20-year-old teacher from Boston, arrives. Having just recently regained her own sight, the no-nonsense Annie reaches out to Helen through the power of touch, the only tool they have in common, and leads her bold pupil on a miraculous journey from fear and isolation to happiness and light."
"7620","Monster in a Box","1992","Comedy|Drama","This is the story of Spalding Gray and his attempt to write a novel. It is a first person account about writing and living, and dealing with success while trying to be successful."
"7624","School Ties","1992","Drama","When David Greene receives a football scholarship to a prestigious prep school in the 1950s, he feels pressure to hide the fact that he is Jewish from his classmates and teachers, fearing that they may be anti-Semitic. He quickly becomes the big man on campus thanks to his football skills, but when his Jewish background is discovered, his worst fears are realized and his friends turn on him with violent threats and public ridicule."
"7636","Raising Cain","1992","Drama|Horror|Thriller|Crime","When neighborhood kids begin vanishing, Jenny suspects her child psychologist husband, Carter, may be resuming the deranged experiments his father performed on Carter when he was young. Now, it falls to Jenny to unravel the mystery. And as more children disappear, she fears for her own child's safety."
"7647","Noises Off...","1992","Comedy","A travelling theater group has so much action going on behind-the-scenes it almost ruins the performances."
"7649","Babylon 5: In the Beginning","1998","Action|Drama|Science Fiction|Adventure","Londo Mollari, the Centauri Emperor, recounts the initial contact between the Humans and Minbari, which resulted in a major incident and subsequent war, for an eager pair of youngsters wanting a story about love and conflict."
"7650","Witchfinder General","1968","Drama|History|Horror","England is torn in civil strife as the Royalists battle the Parliamentary Party for control. This conflict distracts people from rational thought and allows unscrupulous men to gain local power by exploiting village superstitions. One of these men is Matthew Hopkins, who tours the land offering his services as a persecutor of witches."
"7657","Versus","2000","Action|Horror|Fantasy","Set in the present where a group of ruthless gangsters, an unknown woman and an escaped convict have met, unwittingly, in The Forest of Resurrection, the 444th portal to the other side. Their troubles start when those once killed and buried in the forest come back from the dead, with the assistance of the evil Sprit that has also come back, come back from ages past, to claim his prize. The final standoff between Light and Dark has never been so cunning, so brutal and so deadly. This is where old Japanese Samurai mysticism meets the new world of the gangster and the gun. Gruesome, bloody and positively bold."
"7698","The China Syndrome","1979","Thriller|Drama","While doing a series of reports on alternative energy sources, opportunistic reporter Kimberly Wells witnesses an accident at a nuclear power plant. Wells is determined to publicize the incident, but soon finds herself entangled in a sinister conspiracy to keep the full impact of the incident a secret."
"7700","The Wages of Fear","1953","Drama|Thriller|Adventure","In the South American jungle, supplies of nitroglycerine are needed at a remote oil field. The oil company pays four men to deliver the supplies in two trucks. A tense rivalry develops between the two sets of drivers on the rough remote roads where the slightest jolt can result in death."
"7701","Look Who's Talking Too","1990","Romance|Comedy","Mollie and James are together and raising a family, which now consists of an older Mikey and his baby sister, Julie. Tension between the siblings arises, and as well with Mollie and James when Mollie's brother Stuart moves in. Mikey is also learning how to use the toilet for the first time."
"7702","The Bells of St. Mary's","1945","Drama|Family","Father O'Malley the unconventional priest from 'Going My Way' continues his work for the Catholic Church. This time he is sent to St. Mary's, a run-down parochial school on the verge of condemnation. He and Sister Benedict work together in an attempt to save the school, though their differing methods often lead to good-natured disagreements."
"7704","The Delta Force","1986","Action|Thriller","A 707 aircraft jetliner on its way from Athens to Rome and then to New York City is hijacked by Lebanese terrorists. The terrorists demand that the pilot take them to Beirut. What the terrorists don't realize is that an elite team of commandoes led by Major McCoy (Norris) and by Colonel Alexander (Marvin) has been called into service to eliminate all terrorists on the jetliner."
"7705","Pat and Mike","1952","Comedy|Drama|Romance","Pat Pemberton (Hepburn) is a brilliant athlete, except when her domineering fiancé is around. The ladies golf championship is in her reach until she gets flustered by his presence at the final holes. He wants them to get married and forget the whole thing, but she cannot give up on herself that easily. She enlists the help of Mike Conovan (Tracy), a slightly shady sports promoter. Together they face mobsters, a jealous boxer (Aldo Ray), and a growing mutual attraction."
"7706","Animal Crackers","1930","Comedy","The well-known explorer and hunter Captain Spaulding has just returned from Africa, and is being welcomed home with a lavish party at the estate of influential society matron Mrs. Rittenhouse when a valuable painting goes missing. The intrepid Captain Spaulding attempts to solve the crime with the help of his silly secretary Horatio Jamison, while sparring with the anarchic Signor Emanuel Ravelli and his nutty sidekick The Professor."
"7707","He Said, She Said","1991","Comedy|Drama|Romance","Womanising, right-wing Dan Hanson and quiet, liberal Lorie Bryer work for the Baltimore Sun. Rivals for the job of new writer of a vacant column, the paper ends up instead printing their very different opinions alongside each other, which leads to a similarly combative local TV show. At the same time their initial indifference to each other looks like it may evolve into something more romantic."
"7708","Bedazzled","1967","Comedy|Fantasy|Romance","Stanley is infatuated with Margaret, the statuesque waitress who works with him. He meets George Spiggott AKA the devil and sells his soul for 7 wishes, which Stanley uses to try and make Margaret his own first as an intellectual, then as a rock star, then as a wealthy industrialist. As each fails, he becomes more aware of how empty his life had been and how much more he has to live for."
"7713","Cat People","1942","Drama|Horror|Thriller","Sketch artist Irena Dubrovna (Simone Simon) and American architect Oliver Reed (Kent Smith) fall in love and marry after a brief courtship. But Irena believes that she suffers from an ancient curse and won't consummate the union for fear that she will turn into a panther compelled to kill her lover."
"7714","Camelot","1967","Adventure|Music|Romance","The romance between Guinevere and Lancelot destroys King Arthur""s dream kingdom."
"7716","The Lonely Guy","1984","Comedy|Romance","A writer for a greeting card company learns the true meaning of loneliness when he comes home to find his girlfriend in bed with another man."
"7720","The Four Musketeers","1974","Action|Adventure|Comedy|Drama","The Four Musketeers defend the queen and her dressmaker from Cardinal Richelieu and Milady de Winter."
"7727","Protocol","1984","Comedy","Sweet, unsophisticated Sunny is working as a cocktail waitress. She saves a visiting dignitary and as a reward she gets a top-office job in the Washington beehive. She has to fight against a devious protocol officer but with her charms, she saves the day when she gets involved in an arms deal with an Arab country"
"7728","The Postman Always Rings Twice","1946","Crime|Drama|Thriller","Illicit lovers plot to kill the woman's older husband."
"7730","Matinee","1993","Comedy|Drama","A showman introduces a small coastal town to a unique movie experience and capitalises on the Cuban Missile crisis hysteria with a kitschy horror extravaganza combining film effects, stage props and actors in rubber suits in this salute to the B-movie."
"7742","Baxter","1989","Horror|Drama|Comedy","A white Bull Terrier named Baxter is given to an elderly woman by her daughter. As time passes, the dog develops aggressive and murderous behavior in order to be adopted by another family."
"7743","Explorers","1985","Adventure|Family|Fantasy|Romance|Science Fiction","The visionary dreams of three curious and adventuresome young boys become an exciting reality in Explorers, the action-fantasy from director Joe Dante, who combines keen humor, warmth and fantasy with unexpected twists. In their makeshift laboratory, the boys use an amazing discovery and their ingenuity to build their own spaceship and launch themselves on a fantastic interplanetary journey."
"7745","The Scent of Green Papaya","1993","Drama|Romance","A little girl, Mui, went to a house as a new servant. The mother still mourns the death of her daughter, who would have been Mui's age. In her mind she treated Mui as her daughter. 10 years later Mui (now a young woman) was sent to another family, a young pianist and his wife. The musician falls in love with the peasant, he taught her literacy and they eventually married. A movie about a girl's life."
"7748","Pierrot le Fou","1965","Drama|Thriller","Pierrot escapes his boring society and travels from Paris to the Mediterranean Sea with Marianne, a girl chased by hit-men from Algeria. They lead an unorthodox life, always on the run."
"7749","Weekend","1967","Drama|Comedy","A supposedly idyllic weekend trip to the countryside turns into a never-ending nightmare of traffic jams, revolution, cannibalism and murder as French bourgeois society starts to collapse under the weight of its own consumer preoccupations."
"7753","Tuesdays with Morrie","1999","Drama","Mitch became caught up with his career as a sport commentator and journalist. He ignored his girlfriend and did not make time to do things in life that are of the most value to a human being. Morrie was one of Mitch's professors in college and a famous scholar. One day Mitch was watching television and saw Morrie giving an interview stating that he is dying of Lou Gehrig disease or ALS."
"7756","Alexander Nevsky","1938","Drama|History|War","When German knights invade Russia, Prince Alexander Nevsky must rally his people to resist the formidable force. After the Teutonic soldiers take over an eastern Russian city, Alexander stages his stand at Novgorod, where a major battle is fought on the ice of frozen Lake Chudskoe. While Alexander leads his outnumbered troops, two of their number, Vasili and Gavrilo, begin a contest of bravery to win the hand of a local maiden."
"7757","Jason and the Argonauts","1963","Adventure|Family|Fantasy|Science Fiction","Jason, a fearless sailor and explorer, returns to his home land of Thessaly after a long voyage to claim his rightful throne. He learns, however, that he must first find the magical Golden Fleece. To do so, he must embark on an epic quest fraught with fantastic monsters and terrible perils."
"7766","Throne of Blood","1957","Drama|History","Returning to their lord's castle, samurai warriors Washizu and Miki are waylaid by a spirit who predicts their futures. When the first part of the spirit's prophecy comes true, Washizu's scheming wife, Asaji, presses him to speed up the rest of the spirit's prophecy by murdering his lord and usurping his place. Director Akira Kurosawa's resetting of William Shakespeare's ""Macbeth"" in feudal Japan is one of his most acclaimed films."
"7767","The Best of Youth","2003","Drama","Spanning four decades, from the chaotic 1960s to the present, director Marco Tullio Giordana's passionate epic 'La Meglio Gioventu' follows two Italian brothers through some of the most tumultuous events of recent Italian history."
"7772","Undercurrent","1946","Drama|Thriller|Mystery|Romance","An unsuspecting wife of a power hungry husband, is driven to madness by his deception."
"7773","Bang Bang You're Dead","2002","Drama|Thriller","Trevor is a troubled high school student, thanks to the effects of bullying. This is the story of his fight to break free."
"7781","Twister","1989","Drama|Comedy","An oddball family on a Kansas farm are trapped in their farmhouse by an impending storm. The patriarch of the clan is a retired soda pop tycoon. He is currently dating a children's TV evangelist. Also living at the farm is his layabout daughter and her precocious 8 year old daughter, his would-be artist son, the son's fiancée, and the black maid. Also thrown into the mix is the daughter's ex-husband, a ne-er-do-well who is seeking to get back in his ex-wife's good graces."
"7782","Sniper","1993","Action|Drama|Thriller","Tough guy Thomas Beckett is an US soldier working in the Panamanian jungle. His job is to seek out rebels and remove them using his sniper skills. Beckett is notorious for losing his partners on such missions. This time he's accompanied by crack marksman Richard Miller."
"7786","Genghis Blues","1999","Documentary|Music","Blind blues musician Paul Pena is perhaps best known for his song ""Jet Airliner"". In 1993, Pena heard Tuvan throat singing over his shortwave radio and subsequently taught himself how to reproduce these extraordinary sounds. This documentary follows him to Tuva, where he takes part in a throat singing competition."
"7789","11'09''01 - September 11","2002","Drama","11 directors show their view on the terrorist attacks on the world trade center in New York."
"7792","The Parallax View","1974","Crime|Drama|Thriller","An ambitious reporter, investigating a senator's assassination, realizes witnesses to the shooting are systematically dying and discovers a multi-million dollar corporation which serves as a front for the recruitment of political assassins."
"7802","The Warriors","1979","Action|Adventure|Crime|Drama|Thriller","Prominent gang leader Cyrus calls a meeting of New York's gangs to set aside their turf wars and take over the city. At the meeting, a rival leader kills Cyrus, but a Coney Island gang called the Warriors is wrongly blamed for Cyrus' death. Before you know it, the cops and every gangbanger in town is hot on the Warriors' trail."
"7810","Babylon 5: A Call to Arms","1999","Action|Drama|Science Fiction|Adventure","Allies of the Shadows seek revenge against humanity. This movie sets up the series, ""Crusade,"" the sequel to ""Babylon 5."""
"7811","Babylon 5: The River of Souls","1998","Action|Drama|Science Fiction|Adventure","A group of Soul Hunters come to Babylon 5 demanding the return of something that was stolen from them."
"7812","Babylon 5: Thirdspace","1998","Action|Drama|Science Fiction|Adventure","Susan Ivanova discovers a derelict spaceship in hyperspace. They tow it back to Babylon 5, then strange things start happening. People are being telepathically taken over by aliens from another (third)space."
"7815","True Stories","1986","Comedy","A small but growing Texas town, filled with strange and musical characters, celebrates its sesquicentennial and converge on a local parade and talent show."
"7820","The Virgin Spring","1960","Crime|Drama","A harrowing tale of faith, revenge, and savagery in medieval Sweden."
"7822","Mogambo","1953","Adventure|Drama|Romance","Victor Marswell runs a big game trapping company in Kenya. Eloise Kelly is ditched there, and an immediate attraction happens between them. Then Mr. and Mrs. Nordley show up for their gorilla documenting safari. Mrs. Nordley is not infatuated with her husband any more, and takes a liking to Marswell. The two men and two women have some difficulty arranging these emotions to their mutual satisfaction, but eventually succeed."
"7826","The Secret Life of Walter Mitty","1947","Comedy|Fantasy|Romance","Walter Mitty, a daydreaming writer with an overprotective mother, likes to imagine that he is a hero who experiences fantastic adventures. His dream becomes reality when he accidentally meets a mysterious woman who hands him a little black book. According to her, it contains the locations of the Dutch crown jewels hidden since World War II. Soon, Mitty finds himself in the middle of a confusing conspiracy, where he has difficulty differentiating between fact and fiction."
"7831","Another Thin Man","1939","Comedy|Drama","Not even the joys of parenthood can stop married sleuths Nick and Nora Charles from investigating a murder on a Long Island estate."
"7832","The Thin Man Goes Home","1945","Comedy|Mystery|Thriller","On a trip to visit his parents, detective Nick Charles gets mixed up in a murder investigation."
"7833","Shadow of the Thin Man","1941","Comedy|Mystery|Romance|Thriller","High society sleuths Nick and Nora Charles run into a variety of shady characters while investigating a race-track murder."
"7834","After the Thin Man","1936","Comedy|Crime|Mystery","Recently returned home from vacation, private detective Nick Charles and his socialite wife, Nora, are back on the case when Nora's cousin, Selma, reports her husband Robert missing. As the duo search for the disreputable Robert, Selma's friend David Graham, who secretly pines for her, aids the investigation. When the three begin to unravel Robert's secret life, the missing persons case turns into one of murder."
"7835","Song of the Thin Man","1947","Comedy|Crime|Drama|Mystery|Thriller","Society sleuths Nick and Nora Charles investigate a murder in a jazz club."
"7839","Love Crazy","1941","Comedy|Romance","Circumstance, an old flame and a mother-in-law drive a happily married couple to the verge of divorce and insanity."
"7840","Gunga Din","1939","Action|Adventure|War|Comedy","British army sergeants Ballantine, Cutter and MacChesney serve in India during the 1880s, along with their native water-bearer, Gunga Din. While completing a dangerous telegraph-repair mission, they unearth evidence of the suppressed Thuggee cult. When Gunga Din tells the sergeants about a secret temple made of gold, the fortune-hunting Cutter is captured by the Thuggees, and it's up to his friends to rescue him."
"7843","Lammbock","2001","Comedy","Stefan and Kai have good going business, self-grown cannabis screened as pizza delivering service. For now they only have to deal with plant-louses."
"7844","The Legend I","1993","Adventure|Action|Comedy","This Hong Kong martial-arts extravaganza tells of evil emperors and true love. The secret Red Lotus Flower Society is committed to the overthrow of the evil Manchu Emperor and his minions. One of his Governors is sent on a mission to retrieve a list of members of that secret society. Meanwhile, Canton kung fu practitioner Fong Sai-Yuk falls in love with the beautiful daughter of a rich merchant."
"7845","Tremors 2: Aftershocks","1996","Horror|Action|Comedy|Science Fiction","Those supersucking desert creatures are back --- and this time they're south of the border. As the creatures worm their way through the oil fields of Mexico, the only people who can wrangle them are veteran Earl Bassett and survivalist Burt Gummer. Add to that team a young punk out for cash and a fearless scientist, and the critters don't stand a chance."
"7846","Tremors 3: Back to Perfection","2001","Action|Comedy|Horror|Science Fiction|Thriller","Burt Gummer returns home to Perfection, Nev., to find that the town of terror has become a theme park, and when the simulated giant worm attacks turn real, the survivalist must battle the creatures once again. Gummer pits his impressive knowledge of weaponry against the newest and deadliest generation of flesh-eating graboids, with help from two young entrepreneurs."
"7879","Margaret Cho: Notorious C.H.O.","2002","Comedy","A film of Margaret Cho's one-woman stand-up show, in which she presents her take on modern sexual topics and minority issues. Filmed live."
"7882","The Plague of the Zombies","1966","Horror","Sir James Forbes arrives in a remote Cornish village to identify a mysterious plague afflicting the population. Local squire Charles, a disciple of Haitian witchcraft, is using the voodoo magic to resurrect the dead to work in his decrepit and unsafe tin mines that are shunned by the local population. But his magic relies on human sacrifice and he unleashes his army of the undead on the unsuspecting village with horrific consequences."
"7883","I Walked with a Zombie","1943","Drama|Horror","A nurse in the Caribbean turns to voodoo in hopes of curing her patient, an unusual woman whose husband she's fallen in love with."
"7884","Highway 61","1991","Comedy","A naive Canadian barber who knows US popular culture inside and out meets a flamboyant roadie who needs someone to drive her and her ""brother's"" corpse from Thunder Bay, Ontario to New Orleans.  Chaos ensues after the barber agrees to drive her, the corpse, and the drugs stashed within all the way.  Don McKellar and Valerie Buhagiar team up as a barber and a smuggler running a corpse on the roof of a '63 Ford Galaxy 500 on a one-car funeral procession stretching from Northern Ontario to New Orleans on the only continuous highway between Canada an the U.S.  What unfolds is a white trash odyssey filled with strange roadside distractions played eagerly by the likes of Peter Breck, Jello Biafra and Art Bergmann.  If you've seen the bookends of this trilogy, Hard Core Logo and Roadkill, then you know that in any Bruce McDonald film, the asphalt has a speaking part."
"7888","How to Succeed in Business Without Really Trying","1967","Comedy|Music","A young but bright former window cleaner rises to the top of his company by following the advice of a book about ruthless advancement in business."
"7889","Pat Garrett & Billy the Kid","1973","Western|Drama","An aging Pat Garrett is hired as a lawman on behalf of a group of wealthy New Mexico cattle barons--his sole purpose being to bring down his old friend Billy the Kid."
"7891","The Last Man on Earth","1964","Horror|Science Fiction","Robert Morgan is the last man on earth, as far as he can tell. A plague killed everyone else on the planet several years ago. He was immune to it, and can only guess why. Vampires that were formerly human attack Morgan's home every night"
"7894","Duck, You Sucker","1971","Western","At the beginning of the 1913 Mexican Revolution, greedy bandit Juan Miranda and idealist John H. Mallory, an Irish Republican Army explosives expert on the lam from the British, fall in with a band of revolutionaries plotting to strike a national bank. When it turns out that the government has been using the bank as a hiding place for illegally detained political prisoners -- who are freed by the blast -- Miranda becomes a revolutionary hero against his will."
"7895","Bring Me the Head of Alfredo Garcia","1974","Action|Crime|Drama","An American bartender and his prostitute girlfriend go on a road trip through the Mexican underworld to collect a $1 million bounty on the head of a dead gigolo."
"7896","Ride the High Country","1962","Action|Western","An ex-lawman is hired to transport gold from a mining community through dangerous territory. But what he doesn't realize is that his partner and old friend is plotting to double-cross him."
"7899","Master of the Flying Guillotine","1976","Fantasy|Action","A one-armed martial arts master is being stalked by an Imperial assassin, the master of two fighters (the Tibetan Lamas) who were killed in the previous film. When the One-Armed Boxer is invited to attend a martial arts tournament, his efforts to lay low are unsuccessful, and the assassin soon tracks him down with the help of his three subordinates competing in the tournament: a Thai boxer, a yoga master, and a kobojutsu user."
"7900","Frankenstein Must Be Destroyed","1969","Horror|Science Fiction","Blackmailing a young couple to assist with his horrific experiments the Baron, desperate for vital medical data, abducts a man from an insane asylum. On route the abductee dies and the Baron and his assistant transplant his brain into a corpse. The creature is tormented by a trapped soul in an alien shell and, after a visit to his wife who violently rejects his monstrous form, the creature wrecks his revenge on the perpetrator of his misery: Baron Frankenstein."
"7916","Gidget","1959","Comedy|Romance","Due to an accident while swimming in the sea, Francis meets the surfer Moondoggy. She's fascinated of his sport and starts to hang out with his clique. Although they make fun of her at first, they teach her to surf. Soon she's accepted and given the nickname ""Gidget"". But it's hard work to become more than a friend to Moondoggy."
"7920","Desperate Living","1977","Comedy|Crime|Fantasy|Horror","A rich housewife enlists her maid's help to murder her husband; they go on the lam and end up in Mortville, a homeless community built into a garbage dump."
"7924","Stray Dog","1949","Crime|Drama|Thriller","In Akira Kurosawa's gritty Stray Dog, a young police detective gets his pistol stolen on a crowded bus during the oppressive heat of a late 1940s Tokyo summer. The gun is later used in a robbery and murder making finding it even more important."
"7925","The Hidden Fortress","1958","Adventure|Drama|Action|Comedy","Japanese peasants Matashichi and Tahei try and fail to make a profit from a tribal war. They find a man and woman whom they believe are simple tribe members hiding in a fortress. Although the peasants don't know that Rokurota is a general and Yuki is a princess, the peasants agree to accompany the pair to safety in return for gold. Along the way, the general must prove his expertise in battle while also hiding his identity."
"7926","High and Low","1963","Crime|Drama|Mystery|Thriller","An executive of a shoe company becomes a victim of extortion when his chauffeur's son is kidnapped and held for ransom."
"7930","The People Under the Stairs","1991","Comedy|Drama|Horror|Mystery|Thriller","When young Poindexter ""Fool"" Williams breaks into the creepy, immense old home of his family's greedy and uncaring landlords, he uncovers a disturbing scenario underneath the stairs."
"7932","Dark Days","2000","Documentary","A cinematic portrait of the homeless population who live permanently in the underground tunnels of New York City."
"7934","Zelig","1983","Comedy","Fictional documentary about the life of human chameleon Leonard Zelig, a man who becomes a celebrity in the 1920s due to his ability to look and act like whoever is around him. Clever editing places Zelig in real newsreel footage of Woodrow Wilson, Babe Ruth, and others."
"7936","Shame","1968","War|Drama","Ingmar Bergman's psychological study of how humans react in a situation of war. The film takes place on Gotland, where invasion forces arrives."
"7937","The Silence","1963","Drama|Romance","Traveling through an unnamed European country on the brink of war, sickly, intellectual Ester, her sister Anna and Anna's young son, Johan, check into a near-empty hotel. A basic inability to communicate among the three seems only to worsen during their stay. Anna provokes her sister by enjoying a dalliance with a local man, while the boy, left to himself, has a series of enigmatic encounters that heighten the growing air of isolation."
"7938","Winter Light","1963","Drama","A Swedish pastor fails a loving woman, a suicidal fisherman and God."
"7939","Through a Glass Darkly","1961","Drama","Karin hopes to recover from her recent stay at a mental hospital by spending the summer at her family's cottage on a tiny island. Her husband, Martin, cares for her but is frustrated by her physical withdrawal. Her younger brother, Minus, is confused by Karin's vulnerability and his own budding sexuality. Their father, David, cannot overcome his haughty remoteness. Beset by visions, Karin descends further into madness."
"7940","The Magician","1958","Drama","Ingmar Bergman’s The Magician (Ansiktet) is an engaging, brilliantly conceived tale of deceit from one of cinema’s premier illusionists. Max von Sydow stars as Dr. Vogler, a nineteenth-century traveling mesmerist and peddler of potions whose magic is put to the test in Stockholm by the cruel, eminently rational royal medical adviser Dr. Vergérus. The result is a diabolically clever battle of wits that’s both frightening and funny, shot in rich, gorgeously gothic black and white."
"7943","The Killers","1946","Crime|Drama|Mystery","Two hit men walk into a diner asking for a man called ""the Swede"". When the killers find the Swede, he's expecting them and doesn't put up a fight. Since the Swede had a life insurance policy, an investigator, on a hunch, decides to look into the murder. As the Swede's past is laid bare, it comes to light that he was in love with a beautiful woman who may have lured him into pulling off a bank robbery overseen by another man."
"7944","The Night of the Iguana","1964","Drama|Romance","Drama while a tour bus driver shows church ladies around Mexico. Helped establish Puerto Vallarta as tourist destination."
"7951","Nightbreed","1990","Action|Drama|Fantasy|Horror","A troubled young man is drawn to a mythical place called Midian where a variety of monsters are hiding from humanity."
"7976","Ken Park","2002","Drama","Ken Park focuses on several teenagers and their tormented home lives. Shawn seems to be the most conventional. Tate is brimming with psychotic rage; Claude is habitually harassed by his brutish father and coddled, rather uncomfortably, by his enormously pregnant mother. Peaches looks after her devoutly religious father, but yearns for freedom. They're all rather tight, or so they claim."
"7979","Monterey Pop","1968","Documentary|Music","Featuring performances by popular artists of the 1960s, this concert film highlights the music of the 1967 California festival. Although not all musicians who performed at the Monterey Pop Festival are on film, some of the notable acts include the Mamas and the Papas, Simon & Garfunkel, Jefferson Airplane, the Who, Otis Redding, and the Jimi Hendrix Experience. Hendrix's post-performance antics -- lighting a guitar on fire, breaking it and tossing a part into the audience -- are captured."
"7980","A Bridge Too Far","1977","Drama|History|War","A Bridge Too Far tells the story of Operation Market Garden, the failed attempt by the allies to end the war quickly by securing three bridges in Holland and allowing access over the Rhine into Germany. A combination of poor allied intelligence and the presence of two crack German Panzer divisions meant that the final part of this operation (the bridge in Arnhem over the Rhine, the titular 'bridge too far') was doomed to failure."
"7981","Infernal Affairs","2002","Drama|Action|Thriller|Crime|Mystery","Chan Wing Yan, a young police officer, has been sent undercover as a mole in the local mafia. Lau Kin Ming, a young mafia member, infiltrates the police force. Years later, their older counterparts, Chen Wing Yan and Inspector Lau Kin Ming, respectively, race against time to expose the mole within their midst."
"7982","A Tale of Two Sisters","2003","Drama|Horror|Mystery","A recently released patient from a mental institution returns home with her sister, only to face disturbing events between her stepmother and the ghosts haunting their house- all of which are connected to a dark past in the family's history."
"7983","Broadway Danny Rose","1984","Comedy","A hapless talent manager named Danny Rose, by helping a client, gets dragged into a love triangle involving the mob. His story is told in flashback, an anecdote shared amongst a group of comedians over lunch at New York's Carnegie Deli. Rose's one-man talent agency represents countless incompetent entertainers, including a one-legged tap dancer, and one slightly talented one: washed-up lounge singer Lou Canova (Nick Apollo Forte), whose career is on the rebound."
"7984","From Beyond","1986","Horror|Science Fiction|Fantasy","A group of scientists have developed the Resonator, a machine which allows whoever is within range to see beyond normal perceptible reality. But when the experiment succeeds, they are immediately attacked by terrible life forms."
"7986","Robot Jox","1989","Science Fiction|Action","50 years after a nuclear war, the two superpowers handle territorial disputes in a different way. Each fields a giant robot to fight one-on-one battles in official matches, each piloted by a man inside, known as robot jockeys or jox. The contest for possession of Alaska will be fought by two of the best. The conscientious Achilles fights for the Americans. Opposing him is a Russian, Alexander."
"7987","Dolls","1987","Fantasy|Horror","A group of people stop by a mansion during a storm and discover two magical toy makers, and their haunted collection of dolls."
"7988","Space Truckers","1996","Comedy|Science Fiction|Thriller|Adventure","John Canyon is one of the last independent space transport entrepreneurs. Rough times force him to carry suspicious cargo to Earth without questions being asked. During the flight the cargo turns out to be multitude of unstoppable and deadly killer robots."
"7991","Death Race 2000","1975","Action|Comedy|Science Fiction","In a boorish future, the government sponsors a popular, but bloody, cross-country race in which points are scored by mowing down pedestrians. Five teams, each comprised of a male and female, compete using cars equipped with deadly weapons. Frankenstein, the mysterious returning champion, has become America's hero, but this time he has a passenger from the underground resistance."
"7993","A Bucket of Blood","1959","Comedy|Horror","Nerdy Walter Paisley (Dick Miller), a maladroit busboy at a beatnik café who doesn't fit in with the cool scene around him, attempts to woo his beautiful co-worker, Carla (Barboura Morris), by making a bust of her. When his klutziness results in the death of his landlady's cat, he panics and hides its body under a layer of plaster. But when Carla and her friends enthuse over the resulting artwork, Walter decides to create some bigger and more elaborate pieces using the same artistic process."
"8008","Brigadoon","1954","Music|Romance|Fantasy","Americans Jeff and Tommy, hunting in Scotland, stumble upon a village - Brigadoon. They soon learn that the town appears once every 100 years in order to preserve its peace and special beauty. The citizens go to bed at night and when they wake up, it's 100 years later. Tommy falls in love with a beautiful young woman, Fiona, and is torn between staying or going back to his hectic life in New York."
"8010","The Power of One","1992","Drama","PK, an English orphan terrorized for his family's political beliefs in Africa, turns to his only friend, a kindly world-wise prisoner, Geel Piet. Geel teaches him how to box with the motto “fight with your fists and lead with your heart”. As he grows to manhood, PK uses these words to take on the system and the injustices he sees around him - and finds that one person really can make a difference."
"8011","The Weather Underground","2002","Documentary","The remarkable story of The Weather Underground, radical activists of the 1970s, and of radical politics at its best and most disastrous."
"8012","Kikujiro","1999","Comedy|Drama|Family","Brash, loudmouthed and opportunistic, Kikujiro is the unlikely companion for Masao who is determined to see the mother he has never met. The two begin a series of adventures which soon turns out to be a whimsical journey of laughter and tears with a wide array of surprises and unique characters along the way."
"8014","Spring, Summer, Fall, Winter... and Spring","2003","Drama","An isolated lake, where an old monk lives in a small floating temple. The monk has a young boy living with him, learning to become a monk. We watch as seasons and years pass by."
"8015","The Phantom Tollbooth","1970","Fantasy|Animation|Adventure","The Phantom Tollbooth, based upon the children's adventure novel by Norton Juster, tells the story of a bored young boy named Milo. Unexpectedly receiving a magic tollbooth and, having nothing better to do, Milo drives through it and enters a kingdom in turmoil following the loss of it's princesses, Rhyme and Reason."
"8016","The Getaway","1972","Action|Crime|Thriller","A recently released ex-con and his loyal wife go on the run after a heist goes awry."
"8019","Dark Water","2002","Horror|Thriller|Mystery","A woman in the midst of an unpleasant divorce moves to an eerie apartment building with her young daughter. The ceiling of their apartment has a dark and active leak."
